Date / Time,City,State,Shape,Duration,Summary,Posted
7/4/2015 22:10:00,Seattle,WA,Sphere,10 minutes,Red/Green light hovering before Gasworks fireworks.,7/17/2015
7/4/2015 22:05:00,Bemidji,MN,Circle,2 minutes,Color reddish orange orb and no noise and no flashing.,7/10/2015
7/4/2015 22:00:00,Jackson,WI,Light,5 minutes,"8 UFO, triangular pattern (orange in color, oval in shape).",7/10/2015
7/4/2015 22:00:00,Minocqua (town of),WI,,5 minutes,About 10 pm while sitting around campfire watching local lake fireworks with many others this fairly slow moving object cam over us. I,7/6/2015
7/4/2015 22:00:00,Tomahawk,WI,Teardrop,30 minutes,"On July 4, 2015, after observing the fireworks display in Tomahawk, WI, we observed 6 teardrop shaped objects moving through the sky in",7/6/2015
7/4/2015 22:00:00,Vancouver,WA,Unknown,30 minutes,"Red and green lights flashing, while hovering and moving, then stopping.",7/6/2015
7/4/2015 22:00:00,Longview,WA,Rectangle,10 minutes,"Glowing lantern or drone? passes overhead during 4th of July firework displays in Longview, WA..",7/17/2015
7/4/2015 22:00:00,Leesburg,VA,Light,30-60 seconds,The light appeared to move horizontally across the sky at a steady pace before stopping and suddenly shooting up vertically.,7/6/2015
7/4/2015 22:00:00,Leesburg,VA,Light,2 minutes,A single red light travels across the night sky before disappearing.,7/6/2015
7/4/2015 22:00:00,Chesapeake,VA,Light,~70 minutes,Star like light over Chesapeake suddenly accelerates across the night sky,7/6/2015
7/4/2015 22:00:00,Provo,UT,Light,10-12 minutes,"White light appeared, and disappeared.",7/6/2015
7/4/2015 22:00:00,Johnston,RI,Fireball,20 minutes,"10-12 single line formation yellowish/orange spheres flying overhead into the clouds, then disappearing one by one.",7/10/2015
7/4/2015 22:00:00,Uniontown,PA,Fireball,2-3 minutes per occura,"3 fireball like objects in the sky. Recorded and it shows its multicolored purple, green etc. Lasts about 2 to 3 minutes.",7/6/2015
7/4/2015 22:00:00,Wasaga Beach (Canada),ON,Light,3 minutes,Red light spotted in sky in Wasaga Beach moving all over the place in one spot while ascending.,7/6/2015
7/4/2015 22:00:00,West Chester,OH,Fireball,10 minutes,Multiple orange balls of light traveling from west to east in West Chester OH sky.,7/6/2015
7/4/2015 22:00:00,Perrysburg,OH,Oval,30 seconds,Yellow sphere seen during firework display.,7/23/2015
7/4/2015 22:00:00,Sandusky,OH,Formation,5-10 minutes,Lights had a triangle shape but then changed... One to 5 lights making a formation then flipping turning or elevation... Crazy stuff,7/6/2015
7/4/2015 22:00:00,Patchogue,NY,Circle,20 minutes,"Red Orb like lights, appearing and disappearing abruptly.",7/10/2015
7/4/2015 22:00:00,Webster,NY,Fireball,1 minute,Bright red/orange fireball spotted in southeast sky,7/6/2015
7/4/2015 22:00:00,Greensboro,NC,Unknown,10 minutes,"While watching celebration, I noticed florescent green light hovering over the croud about 500+ ft off ground. Wasn't moving. Just stay",7/17/2015
7/4/2015 22:00:00,Monroe,NC,Circle,2 minutes,"Sitting on the roof watching the fireworks, two red orbs appeared close to each other. Both seemed to be low in the sky and were too cl",7/10/2015
7/4/2015 22:00:00,Livonia,MI,Other,15 minutes,13 nearly identical reddish orange lights moving slowly in the night sky.,7/23/2015
7/4/2015 22:00:00,Kansas,KS,Fireball,,On 7/4/15 @10PM in Kansas 2 red/orange dots (fireball) side by side were moving then disappeared,7/10/2015
7/4/2015 22:00:00,Chicago,IL,Fireball,5 minutes,Possible ufo encounter.,7/6/2015
7/4/2015 22:00:00,Acworth,GA,Circle,15 minutes,Was not a plane or fireworks! We could clearly see the shape of it!,7/6/2015
7/4/2015 22:00:00,Cape Coral,FL,Fireball,5-10 minutes,Orange fire balls...round.,7/10/2015
7/4/2015 22:00:00,Westminster,CO,Circle,2 minutes,Had the strangest experience last night watching fireworks. We parked at this lookout on 82nd and Federal which gave us a full Panora,7/6/2015
7/4/2015 21:59:00,Grove,OK,Circle,3 minutes,"We were out shooting fireworks with my son and I walked a little further down the road with him and I looked up. When I did, I saw a br",7/10/2015
7/4/2015 21:58:00,Thornton,CO,Unknown,5 minutes,Craft with 4 lights videoed at 4th of July fireworks.,7/17/2015
7/4/2015 21:56:00,Warrendale,PA,Light,15 minutes,Witnessed 9 crafts that disappeared.,7/10/2015
7/4/2015 21:55:00,Columbia,MO,Light,10 minutes,"It was at this time we saw a large, fire engine red object, a little smaller than a dime at arm’s length just above the tops of the tre",7/6/2015
7/4/2015 21:54:00,Justice,IL,Circle,20 seconds/4 minutes,"6 orange/red balls sighted in Justice, IL.",7/6/2015
7/4/2015 21:52:00,Brunswick,OH,Sphere,1 hour,Spherical Objects over Cleveland area.,7/6/2015
7/4/2015 21:50:00,Carson city,NV,Circle,10 minutes,"Looked for planet type object on star map, object didnt apear.chaged dirrection and stoped. black with orange tint",7/10/2015
7/4/2015 21:50:00,Pacific,MO,Oval,30 seconds,"I saw an orange-red oval light travel from east to west in a jig-jag flight pattern, moving very quickly.",7/6/2015
7/4/2015 21:45:00,Bethlehem,PA,Triangle,2 minutes,Triangular formation of cream-white lights seen in Bethlehem Pa 4th of July 2015.,7/6/2015
7/4/2015 21:45:00,Ashland,OR,Light,1 minute,Fireworks and sighting.,7/6/2015
7/4/2015 21:45:00,Levittown,NY,Fireball,10 minutes,Moving lights red/orange; no sound; not fixed or rotoary wing aircraft.,7/6/2015
7/4/2015 21:45:00,Albuquerque,NM,Disk,20 seconds,Bright white disk in clouds moving northward over albuquerque.,7/6/2015
7/4/2015 21:45:00,Brick,NJ,Other,5-8 minutes,"5 consecutively spaced (1 per 45 sec.) yellow flame-like colored light, soundless objects slowly passing NE to SW.",7/6/2015
7/4/2015 21:45:00,Colfax,NC,Sphere,15 seconds,Small circular glowing orange orb flying just above the tree line passes perpendicular above vehicle on I-40 in Guilford County.,7/6/2015
7/4/2015 21:45:00,Ottawa,IL,Light,1 minute,"Five balls of light falling from Ottawa, IL, sky.",7/6/2015
7/4/2015 21:40:00,Derby,KS,Light,45 minutes,"A moving star approaches from south, moves about erratically, then sits motionless.",7/10/2015
7/4/2015 21:40:00,Port Charlotte,FL,Fireball,4 minutes,2 bright red and orange fireball shaped objects slowly flying above the tree line in my back yard around 9:40pm The craft hov,7/6/2015
7/4/2015 21:35:00,Hanover Township,PA,Changing,6-7 minutes,Multiple objects traveling in paths and hovering while emitting intermittent sparks and/or flames.,7/6/2015
7/4/2015 21:35:00,Palm Bay,FL,Light,90 seconds,"There were two slow flashing lights, red in color. They were north of my location, strobing in sync with each other.",7/6/2015
7/4/2015 21:30:00,Seattle,WA,Light,30 seconds,Off white point of light viewed from Seattle is seen altering course 3 times before vanishing,7/17/2015
7/4/2015 21:30:00,Lake Wylie,SC,Unknown,15,Red-orange object hovering during firework display in South Carolina.,7/6/2015
7/4/2015 21:30:00,Duncannon,PA,Fireball,1 minute,"Unknown object seen over Duncannon, Pa on July 4th",7/6/2015
7/4/2015 21:30:00,Seaside,OR,Light,5 minutes,Orange lights on coast.,7/6/2015
7/4/2015 21:30:00,Syracuse,NY,Fireball,2 hours +,Orange Orbs... at least 30 spotted over 2 plus hours during fireworks display.,7/6/2015
7/4/2015 21:30:00,Dix Hills,NY,Light,10,Noticed a bright red ball to the east which was heading in a westerly direction. It's altitude appeared very high. The lights appeare,7/6/2015
7/4/2015 21:30:00,Scotch Plains,NJ,Circle,1 hour,2 green circular lights. One higher than the other and the one below was on the right at an angle not directly below the one above it.,7/6/2015
7/4/2015 21:30:00,Auburn,NE,Unknown,15 minutes,"White or yellowish solid lighted objects, seven in a row seen traveling across the night sky.",7/6/2015
7/4/2015 21:30:00,Machesney Park,IL,Triangle,5 minutes,Strange triangular orange -red hovering object.,7/23/2015
7/4/2015 21:30:00,Boca Raton,FL,Triangle,40,"We start watching the fireworks while in our pool, and we saw a lit object in the sky that appeared to be moving at a high rate of spee",7/10/2015
7/4/2015 21:30:00,Whittier,CA,Fireball,2.5 minutes,((HOAX??)) We saw 3 cylinder objects that look like a flame floating around the air among the fireworks.,7/17/2015
7/4/2015 21:30:00,Orchard Park,,,~30 minutes,We went to see fireworks here and in town but we're distracted by a stationary green and blinking red large ufo in the sky just south o,7/10/2015
7/4/2015 21:29:00,Tempe,AZ,Sphere,30 minutes,"Craft under intelligent control, flying in Tempe, AZ.",7/6/2015
7/4/2015 21:25:00,Highlands Ranch,CO,Triangle,15 minutes,Blue/red/green triangular object above fireworks display.,7/6/2015
7/4/2015 21:25:00,San Mateo,CA,Light,45 seconds,Fast moving light on 4th of July.,7/6/2015
7/4/2015 21:22:00,Sharon,PA,Fireball,1 hour,Four red/orange fireballs seen over sharon/farrell pa materializing and disapearing,7/6/2015
7/4/2015 21:20:00,Crystal Lake,IL,Light,25 minutes,Red light.,7/6/2015
7/4/2015 21:20:00,Hollywood,FL,Fireball,5-7 seconds,We saw 4 double orange fireballs flying in the sky!,7/6/2015
7/4/2015 21:20:00,Panama City Beach,FL,Light,15+ minutes,Square cluster of lights over beachfront,7/6/2015
7/4/2015 21:20:00,Vero Beach,FL,Circle,10 minutes,"HUGE ORANGE BRIGHT BALL HOVERING, THEN CHANGING POSITION.",7/6/2015
7/4/2015 21:15:00,Greensboro,NC,Light,15 minutes,I watched a UFO viewing 4th of July fireworks.,7/6/2015
7/4/2015 21:15:00,Ocala,FL,Circle,1:30 seconds,I captured video of an orange orbs during 4th of July celebration. The fireworks we're set off to the W.,7/6/2015
7/4/2015 21:15:00,Tempe,AZ,Light,30 minutes,Two red orbs hovering over the firework display appered around 9:15 pm and lasted 25-35 min. Multiple people saw the object and couldnt,7/6/2015
7/4/2015 21:10:00,Farmington,MO,Light,10 minutes,"I looked out my windshield and viewed the craft headed west. It seemed quite large, a fireball, with no discernible flashing lights,..",7/23/2015
7/4/2015 21:04:00,Cincinnati,OH,Circle,10-20 seconds,We saw six red lights flying in a single formation from NE to SW in a particular manner. Goes up.,8/27/2015
7/4/2015 21:00:00,Green Bay,WI,Oval,15 minutes,"Bright orange-yellow light flying fast in one dir., hovered for a few mins, then sped off into the distance and disappeared.",7/6/2015
7/4/2015 21:00:00,Dale City,VA,Circle,45 minutes,"While viewing neighborhood fireworks on the street, saw a red object overhead moving south to north slowly at about 75 degrees above th",7/10/2015
7/4/2015 21:00:00,Providence,RI,Formation,5-7 minutes,8 disc shaped crafts w/4 or 5 orange lights...they made no noise whatsoever and they should have if they were produced on this planet.,7/6/2015
7/4/2015 21:00:00,Syracuse,NY,Oval,20 minutes,Craft spotted during fireworks show.,7/17/2015
7/4/2015 21:00:00,Maspeth,NY,Fireball,4 minutes,((HOAX??)) Orange red fireball.,8/6/2015
7/4/2015 21:00:00,Red Rock (Las Vegas),NV,Sphere,20 minutes +,"Orb changing color red/green darting and stopping at about 5,000 feet NE Vegas July 4th.",7/10/2015
7/4/2015 21:00:00,Las Vegas,NV,Sphere,7 minutes,GLOWING ORB OVER LAS VEGAS JULY 4th 2015.,7/6/2015
7/4/2015 21:00:00,Greensboro,NC,Unknown,15 minutes,"Green light seen near fireworks Greensboro, NC.",7/10/2015
7/4/2015 21:00:00,Backus,MN,,3,Reddish orb floating across the sky about basketball size right above the cabins about 100 150 feet above land. Saw it from land and my,7/6/2015
7/4/2015 21:00:00,Sykesville,MD,Fireball,10 minutes,The objects just looked like bright orange lights rising slowly out of sight.,7/6/2015
7/4/2015 21:00:00,Worcester,MA,Circle,5 minutes,Red lights in V-formation; disappear in same spot in sky; no sound.,7/6/2015
7/4/2015 21:00:00,Greenfield,MA,Light,2 minutes,"Bright yellow pulsing or moving slowly upwards. Caught on camera and on video. Silent, peaceful, disappeared into overcast sky.",7/6/2015
7/4/2015 21:00:00,Canton/Marietta,GA,Other,4 minutes,"Appeared to be several hundred feet up, traveling silent, looked almost like a campfire with a clear balloon over top.",7/10/2015
7/4/2015 21:00:00,Mira Loma,CA,Light,5 minutes,"Object with white, red and green lights was hovering in the sky for about five minutes.",7/6/2015
7/4/2015 21:00:00,Tucson,AZ,Light,20 minutes,Bright lights seen over the Catalina Mtns. north of Tucson,7/10/2015
7/4/2015 21:00:00,Montgomery,AL,Light,5 minutes,"UFO-Montgomery, Alabama.",7/10/2015
7/4/2015 20:55:00,Chicago,IL,Fireball,Not sure,This was NOT a firework.,7/6/2015
7/4/2015 20:47:00,Poughkeepsie,NY,Unknown,4:47,Craft appeared with green and white strobe lights. Unable to determine shape. Flying object appeared 4x 's. Each time during and after,7/6/2015
7/4/2015 20:45:00,Surfside Beach,SC,Circle,>30 minutes,Orange craft/s over Surfside Beach during the 4th of july fireworks!!!,7/6/2015
7/4/2015 20:45:00,Roxboro (Canada),QC,Rectangle,5 minutes,I had just stepped outside the house after having a late dinner which was at about 08:45 p.m. and as I looked up to th,7/23/2015
7/4/2015 20:45:00,Lincoln,NE,Light,2 minutes,Three red glowing lights viewed by three individuals.,8/6/2015
7/4/2015 20:30:00,Strasburg,OH,Sphere,20 minutes,6 UFO's. Brilliant RED. Larger than commercial aircraft. Faster than commercial aircraft. No sound.,7/6/2015
7/4/2015 20:30:00,Redlands,CA,Light,30-45 seconds,"Strange Amber-Orange Light seen in Redlands, California, on July 4th.",7/6/2015
7/4/2015 20:30:00,Gilroy,CA,Other,10 minutes,"We were waiting for the city fireworks show that evening. When my friend noticed in the Northeastern sky, three dots that resembled sta",7/10/2015
7/4/2015 20:00:00,Taylors,SC,Light,~40 minutes,"At 2000 on July 4, 2015 while outside watching our neighbors shoot off fireworks we witnessed 15 separate solid orange lights over a 45",7/17/2015
7/4/2015 20:00:00,Strasburg,OH,Circle,20 minutes,Follow up to prior report.,7/6/2015
7/4/2015 20:00:00,Keansburgh,NJ,Circle,~20 minutes,It was 4th a little before the fire works when we saw this circular flying object in the sky hovering steady in place way in the sky.,7/23/2015
7/4/2015 20:00:00,Wellington,FL,Diamond,10 minutes,Orange-yellow light surrounding a craft hovering.,7/6/2015
7/4/2015 20:00:00,Merced,CA,Oval,<5 minutes,Orange/rust colored Oval type object in Merced on the Fourth of July.,8/13/2015
7/4/2015 19:45:00,Front Royal,VA,Light,45 minutes,"While waiting for fireworks on July 4th, 2015, my family and i witnessed two red lights appear out of nowhere.",7/10/2015
7/4/2015 19:40:00,Plainview,NY,Rectangle,A few minutes,"I just saw four lights in the sky in plain view. They made a perfect square and hovered above my car, and stayed in the same spot.",7/6/2015
7/4/2015 19:15:00,Syracuse,NY,Oval,35 minutes,1 bright oval shape and 2 acorn orange fireballs,7/6/2015
7/4/2015 18:30:00,Tacoma,WA,Fireball,3 minutes,"5 red objects stationary, not resembling lights, planes, or fireworks. One move downward and over. Then two went toward horizon and ove",7/6/2015
7/4/2015 17:00:00,Independence,MO,Other,25-30 seconds,Low flying and extremely loud sound over house.,7/6/2015
7/4/2015 16:40:00,Toms River,NJ,Rectangle,2-3 minutes,Postcard in the sky.,7/6/2015
7/4/2015 2:45:00,Mesa,AZ,Light,90 minutes,"Top of hill, South Central Mesa, AZ, close to Interstate 60 Distance: approx. 0.5 mile from observer, facing north.",7/6/2015
7/4/2015 1:15:00,Carmichael,CA,Disk,10,"Had three circular blinking lights on the edge. And was defending south west from a distance, it was not real close to me.",7/6/2015
7/4/2015 1:00:00,Buffalo Creek Area Campground,CO,Triangle,15 minutes,Tripod-shaped and a series of bright flashes.,7/17/2015
7/4/2015 0:40:00,Butler,MO,Circle,20 seconds,Reddish-orange sphere seen by two witnesses,7/23/2015
7/4/2015 0:30:00,Manitowoc,WI,Light,45 minutes,3 white and red lights.,7/6/2015
7/4/2015 0:25:00,Toledo,OH,Fireball,3 minutes,"Watched 2 fireballs disappear/reappear, turn red then vanish.",7/6/2015
7/4/2015 0:23:00,Hatboro,PA,Circle,20 seconds,4 white circular objects were spotted behind a very high cloud layer. The original shape was a straight line then 3 of the 4 bright whi,7/6/2015
7/4/2015 0:15:00,Chillicothe,MO,Circle,15 seconds,Light I can't identify in North Missouri sky,7/6/2015
7/4/2015 0:00:00,Albuquerque,NM,Fireball,1 minute,"4 red fireball like ufos hovering around Albuquerque, New Mexico.",7/6/2015
7/4/2015,Seacaucus,NJ,Sphere,2 minutes,At a July 4 BBQ saw a sphere shape hovering over New Jersey near Newark airport. It displayed a bright Red & Green light. ( not a/c.),7/6/2015
7/4/2015 0:00:00,Ocean Springs,MS,Fireball,5 minutes,Sittin on the front porch around 11pm-midnight when me and my two roommates notice this red fireball like orb appear in the sky towards,7/6/2015
7/3/2015 23:00:00,Freeland,PA,Circle,10 minutes,"Two orange orbs moving at high rate of speed, no other lights and it did not make any noise.",7/10/2015
7/3/2015 23:00:00,Nags Head,NC,Light,3-4 minutes,"Three bright red lights traveling over ocean, Nags Head, NC.",7/6/2015
7/3/2015 23:00:00,Pinellas Park,FL,Light,1.5-2.5 minutes,"3 glowing object sightings within hour, 6 witnesses; FL",7/6/2015
7/3/2015 22:50:00,Marquette,MI,Light,1-2 minutes,Red star light object moved suddenly.,7/6/2015
7/3/2015 22:47:00,Fairland,IN,Light,30 minutes,WAS WATCHING THE FIREWORKS SHOW AT INDIANA GRAND CASINO WHEN I NOTICED A LIGHT HOVERING IN THE SKY AROUND THE SHOW.,7/6/2015
7/3/2015 22:30:00,Ione,WA,Other,30 minutes,"An object that appeared to be a satellite, but changed course and speed repeatedly.",7/31/2015
7/3/2015 22:30:00,York,NE,Light,3 minutes,"Two flickering orange objects sighted twice over in 1.5 hours time over York, Nebraska.",7/6/2015
7/3/2015 22:30:00,North Aurora,IL,Other,5 minutes,"Fire-propelled, non-lantern, non-drone UFO very visible and caught on video.",7/6/2015
7/3/2015 22:18:00,Lakeside,OR,Fireball,4-5 minutes,"Orange orb (fireball) over Ten Mile Lake, in Lakeside, OR; moving toward the coast, then south.",7/6/2015
7/3/2015 22:17:00,Universal City,CA,Other,1-2 minutes,Boomerang-shaped UFO materializes over Universal City.,7/17/2015
7/3/2015 22:15:00,Bangor and Bloomingdale (between),MI,Formation,6 minutes,5 Steady Pink/Red Lights in Zig-Zag Formation,7/6/2015
7/3/2015 22:15:00,Tyrone Township,MI,Sphere,5 minutes,Red pulsating light adjacent to Saturn and Venus.,7/6/2015
7/3/2015 22:03:00,Altoona,PA,Fireball,3 minutes,Strange Fireball with no Sound and Pausing in the night sky.,7/6/2015
7/3/2015 22:00:00,Post Falls/Stateline,WA,Light,30 minutes,Red/Green light over fireworks show.,7/6/2015
7/3/2015 22:00:00,Henderson Bay,NY,Light,5 minutes,Objects over Lake Ontario.,7/6/2015
7/3/2015 22:00:00,Weldon Spring,MO,Circle,45 seconds,Orange light appeared suddenly in the sky. It appeared to be much farther away than a commercial aircraft that was also within view. Tr,7/6/2015
7/3/2015 22:00:00,Westminster,CO,Circle,2 minutes,Watching fireworks on my roof with my husband when from the south of Westminster 5 round bright orange objects streamed across the sky,7/6/2015
7/3/2015 21:50:00,Montpelier,VT,Light,20 minutes,"Red single light object, stationary with quick changing travel patterns to other locations.",7/6/2015
7/3/2015 21:50:00,Niles,IL,Light,3-6 minutes,"Flying object, with alternating randomly alternating red and green lights and a blinking white light. 29 second recorded video.",7/6/2015
7/3/2015 21:45:00,Old Orchard Beach,ME,Circle,15 minutes,"We were watching the fireworks show at the beach, (what I assumed was) a plane flew into the general vicinity so they actually stopped",7/6/2015
7/3/2015 21:43:00,Columbus,OH,Light,2-5 minutes,"At church, i witnessed along with many others (i also have video evidence) strange lights in the sky",7/10/2015
7/3/2015 21:30:00,Pawtucket,RI,Light,~30 minutes,Possible UFO or military aircraft above McCoy Stadium after the Pawtucket Red Sox - Scranton Willkes-Barre Rail Riders baseball game.,7/6/2015
7/3/2015 21:30:00,Algonquin,IL,Light,3-5 minutes (each),"5 Yellow/Orange moving lights seen in sky over Algonquin, Illinois.",7/6/2015
7/3/2015 21:20:00,Phoenix,NY,Sphere,15 minutes,Ball of light seen in night sky.,7/6/2015
7/3/2015 21:00:00,Kingston,TN,Circle,5 minute,It was getting late evening and a large red glowing object came over the hill top of the tree line as we sat on our dock. This red obje,7/17/2015
7/3/2015 21:00:00,Flowery Branch,GA,Flash,90 minutes,I was at the Sterling Lake fireworks show tonight and there was an plethora of ufos or drones in the sky. We counted at least 39 of the,7/6/2015
7/3/2015 21:00:00,Elberta,AL,Fireball,1-2 minutes,Two bright orange fireballs moving from north to south at a high rate of speed.,7/6/2015
7/3/2015 19:47:00,Columbus,OH,Light,1 minute,Lights blinked and hovered before disappearing.,7/6/2015
7/3/2015 0:30:00,Eugene,OR,Circle,<1 minute,Colorful silent object flying in a zig zag pattern.,7/3/2015
7/3/2015 0:26:00,Miami,FL,Light,3 seconds,Green light fades into the night.,7/3/2015
7/3/2015 0:00:00,Denver,CO,Unknown,1 minute,Fleet of UFO's over Denver.,7/3/2015
7/2/2015 23:56:00,Portland,OR,Unknown,3-4 minutes,Witnessed a craft passing by.,7/3/2015
7/2/2015 23:43:00,Walker,LA,Disk,2+ minutes,"Driving south on hwy 447 bright orange saucer type object right above springfield subdivision, no sound ,hoovered 2 minutes at about 30",7/6/2015
7/2/2015 23:00:00,York,PA,Light,20 minutes,"Multiple silent orange lights seemingly coming from the south, flying a bit to north, and then off to the east.",7/3/2015
7/2/2015 22:45:00,Eagle Point,OR,Light,20 minutes,Strange lights over southern Oregon. ((NUFORC Note: Probably a sighting of Venus and Jupiter. PD)),7/3/2015
7/2/2015 22:40:00,Ahmedabad (India),,Sphere,10 seconds,I saw an unidentifiable moving object with red light in between the sphere in the sky.Due to summer I have decided to take a sleep,7/6/2015
7/2/2015 22:20:00,Oswego,IL,Fireball,2 minutes,Fireball type lights moving in sky,7/6/2015
7/2/2015 22:15:00,Lock Haven,PA,Triangle,30 seconds,Triangle and completely silent.,7/3/2015
7/2/2015 22:00:00,Elkhorn,WI,Circle,11 minutes,"Orange and red orbiting light, soundless, not fireworks. Stood still high in the sky. The ""craft"" lights spun around",7/10/2015
7/2/2015 22:00:00,Livonia,MI,Unknown,2 hours,"Four stationary lights visible for two hours off Seven Mile Road, and Newburgh, in Livonia Michigan-July 2, 2015-10:p.m.-12:00a.m.",7/6/2015
7/2/2015 21:57:00,Seattle,WA,Circle,1 second,"Two saucer-shaped objects streak across Seattle sky, captured with camera.",7/6/2015
7/2/2015 21:50:00,Pinckney,MI,Light,20 minutes,"1 very bright light, 2nd smaller & dim. Appeared as though one was trailing the other. ((NUFORC Note: Venus & Jupiter?? PD))",7/6/2015
7/2/2015 21:40:00,Fulton,IL,Sphere,20 minutes,Numerous spheres moving across sky.,7/3/2015
7/2/2015 21:30:00,Concordia,KS,Triangle,30 minutes,"Two stationary bright objects in the northwest sky, ((NUFORC Note: Venus and Jupiter?? PD))",7/10/2015
7/2/2015 21:25:00,Racine,WI,Triangle,20 minutes,"Triangle object, with company in sky.",7/3/2015
7/2/2015 21:10:00,Midland,NC,Fireball,2 seconds,Green fireball.,7/3/2015
7/2/2015 21:00:00,Winston-Salem,NC,Circle,10 minutes +,"2 white lights, one larger than the other. Hovering, not moving, very bright and low in alt.. ((NUFORC Note: Venus & Jupiter? PD))",7/3/2015
7/2/2015 21:00:00,Makinen,MN,Circle,15 minutes,"Clear sky, fireball the size of a basketball in the sky Philo about a thousand feet above the treeline in unison one after another abou",7/3/2015
7/2/2015 15:00:00,Palatine,IL,Other,2 minutes,"A grayish square shaped structure floating through the sky in Palatine, Illinois.",7/3/2015
7/2/2015 11:00:00,Greenfield,WI,Changing,few minutes,"Strange bronze/copper object slowing flying in the sky, changing shapes, disappears instantly.",7/10/2015
7/2/2015 10:20:00,Mead,CO,Disk,10 seconds,Black saucer looking object.,7/23/2015
7/2/2015 2:55:00,Salie,MI,Changing,12 minutes,Several pulsating/flashing lights and entity(ies) seen!,7/3/2015
7/2/2015 0:30:00,Bay of Campeche (Mexico),,Fireball,4 hours,4 orange stripes in the sky.,7/3/2015
7/1/2015 23:30:00,Omak,WA,Circle,1 hour,Red lights and blinking light.,7/3/2015
7/1/2015 23:30:00,Crown City,OH,Oval,5 minutes,07/01/15 23:30 Driving home from work notice bright light in sky with colors large in size.Pulled over took pictures and video. Honestl,7/3/2015
7/1/2015 23:10:00,Calgary (Canada),AB,Light,1-2 minutes,"Saw a green star-like object hovering, then it shot off several kilometers in 1-2 seconds at an incredible speed, hovered & disapeared.",7/3/2015
7/1/2015 23:00:00,Memphis,TN,Disk,1 hour,"We seen a couple of them, then more came out of nowhere! They were in a circle at first then the started to fly really close. After tha",7/3/2015
7/1/2015 22:45:00,Laurel,MD,Light,3 minutes,Two small white lights moving erratically in the night sky.,7/3/2015
7/1/2015 22:33:00,Atlanta,GA,Light,1 minute,"I observed a moving light through an aircraft's window over Atlanta, Ga.",7/10/2015
7/1/2015 22:30:00,Phillips,WI,Light,2-3 hours,Bright light in western sky over Phillips; moves in uneven patterns.,7/3/2015
7/1/2015 22:30:00,Madera,CA,Triangle,1.5 minutes,"Triangular object seen over Madera County July 1, 2015.",7/10/2015
7/1/2015 22:00:00,Montpelier,VT,Light,7 minutes,"Red blinking light, movimg in fluid motions, accompanied by zero sound.",7/3/2015
7/1/2015 22:00:00,Summerfield,FL,Light,half hour,"Looked up to the west, saw very low very bright white lights clustered together,is this a space station?motionless",7/3/2015
7/1/2015 22:00:00,Centerton,AR,Light,current,Multiple witnesses to stationary lights hovering. Seen from multiple location in evening sky. ((NUFORC Note: Venus & Jupiter. PD)),7/3/2015
7/1/2015 21:20:00,Gatineau (Aylmer) (Canada),QC,Other,few seconds,White light with orange cube glow around it heading from west to east.,7/3/2015
7/1/2015 21:15:00,Bangalore (India),,Light,3 seconds,"It was light which would be 6-10 time bigger than a star visible to naked eye, could not notice the start, but when I saw it was going",7/3/2015
7/1/2015 21:00:00,Tampa,FL,Light,>2 hours,There were two bright circular objects in the direction of Tampa International. ((NUFORC Note: Venus & Jupiter? PD)),7/3/2015
7/1/2015 21:00:00,Goodyear (in flight),AZ,,45 minutes,"Two bright lights, one light larger in size; had aura. ((NUFORC Note: We suspect a sighting of Venus and Jupiter. PD))",7/3/2015
7/1/2015 20:30:00,St. George,UT,Unknown,3 minutes,"Extremely high speed travel from W to E, stopped on a dime, resumed full speed flight. ((NUFORC Note: Drone a/c. PD))",7/3/2015
7/1/2015 20:30:00,Mesa,AZ,Unknown,1 hour,Hovering object over SE Mesa. ((NUFORC Note: Venus and Jupiter. PD)),7/3/2015
7/1/2015 19:00:00,Calhoun,LA,Formation,,I took a picture of sunset while driving. Was looking at picture and noticed a round light. ((NUFORC Note: Lens flare. PD)),7/3/2015
7/1/2015 17:30:00,Walpole,NH,Cigar,90 minutes,Triangulating two UFO sighted left craft large right craft small,7/3/2015
7/1/2015 13:38:00,Trimley St. Mary (UK/England),,Oval,2 minutes,Just sun bathing in my garden looked into the clouds and saw a oval shape moving through the clouds.,7/3/2015
7/1/2015 13:00:00,Long Beach,CA,Oval,10 seconds,7+ UFOs seen on KTLA News 5 weather video,7/3/2015
7/1/2015 12:50:00,Ottawa (Canada),ON,Disk,5 seconds,"Disk with bright red light flying for about 5 seconds, then disappearing.",7/3/2015
7/1/2015 9:30:00,Tirupati (India),,Egg,Unknown,I took a picture with a tablet and this was the outcome.,8/27/2015
7/1/2015 8:15:00,Coppell,TX,Unknown,40 minutes,Writing in the sky.,7/3/2015
7/1/2015 4:50:00,Kenner,LA,Light,20 minutes,Noticed bright light with what looked like several pulsating red lights. Stayed stationary for a long time then drifted across sky.,7/3/2015
7/1/2015 1:00:00,Seymour,IN,Disk,uncertain,Seen 2 dome disc aircraft like ufos in southern sky went out to see if I could see Jupiter and Venus like star they were talking about,7/3/2015
6/30/2015 23:30:00,Lake Mary,FL,Fireball,~45 minutes,"Starlight, Starbright… ((NUFORC Note: Possible sighting of Venus and Jupiter? PD))",7/23/2015
6/30/2015 22:49:00,Pecatonica,IL,Triangle,1 minute,"Large, silent, triangular craft.",7/3/2015
