Date / Time,City,State,Shape,Duration,Summary,Posted
6/1/2015 21:30:00,Monroe City,MO,Unknown,30 minutes,Green and red flying object in Northern Missouri sky at night.,6/5/2015
6/1/2015 21:00:00,Avon,NC,Fireball,30 minutes,Yellowish/Orange fireball and 2 red lights 4 witnesses.,6/5/2015
6/1/2015 17:41:00,Kelowna (Canada),BC,Cone,3 minutes,Red cylinrical object in sky.,6/24/2015
6/1/2015 3:00:00,Blackwood,NJ,Flash,15 minutes,"Blue lighted flashing, large UFO.",6/5/2015
6/1/2015 2:00:00,Chicago,IL,Other,Spring,It was was a light!,6/5/2015
6/1/2015 1:13:00,Saginaw,MI,Changing,30,"A strange blue object that appeared to come from behind the moon, moving very fast.",6/5/2015
6/1/2015 1:00:00,Skead (Canada),ON,,25 minutes,((HOAX??)) You have to get back to me please.-Thanks.,6/5/2015
6/1/2015 0:00:00,Berlin,CT,Unknown,,"((HOAX??)) Berlin, CT, UFO.",6/5/2015
5/31/2015 20:35:00,Tampa,FL,Oval,5 minutes,A thunderstorm was coming in from the east off MacDill air force base looked up and saw a red and yellow - green round object move down,6/5/2015
5/31/2015 20:00:00,Danville,VA,Unknown,1 hour,"Giant object hiding behind clouds. ((NUFORC Note: Probably a shadow, cast by a high-altitude cloud. PD))",6/5/2015
5/31/2015 1:30:00,Cartersville,GA,Other,2 hours,"Lights ranging from bright white to orange, stationary approximately 30,000+ feet in the sky. Maintains ranging triangular shape with c",6/5/2015
5/31/2015 1:00:00,Tarawa Terrace,NC,Sphere,30 seconds,BIG greenish orb hovering over Tarawa Terrace!!,6/5/2015
5/30/2015 23:45:00,James Island,SC,Light,15 seconds,"((HOAX??)) Bright white light got amazingly close to my dog and I. No sound, no nothing. just the light.",6/5/2015
5/30/2015 23:30:00,East Carbon,UT,Sphere,15 minutes,"Sphere shaped UFO over Price, Utah.",6/5/2015
5/30/2015 23:30:00,Orland,CA,Light,5 seconds,"Bright light fades out. ((NUFORC Note: Possible ""flare up"" of an Iridium satellite?? PD))",6/5/2015
5/30/2015 23:03:00,Vacaville,CA,Unknown,1 minutes,"Bright light, very bright light. ((NUFORC Note: We suspect an overflight of the International Space Station. PD))",6/5/2015
5/30/2015 23:00:00,Galt,CA,Fireball,10 minutes,Orange ball shaped lights in sky appearing and reappearing.,6/5/2015
5/30/2015 22:31:00,Rock Hill,SC,Light,1 minutes,Orange-reddish light traveling slowly from South to North near Hwy 901/ I-77 area.,6/5/2015
5/30/2015 22:30:00,Nottingham (just east of Baltimore),MD,Formation,5-10 minutes,We noticed a group of what looked like iridescent bubbles rising in the eastern sky in the direction of Martin Airport. Hundreds of sp,6/5/2015
5/30/2015 22:30:00,Aurora,CO,Fireball,12 minutes,"Six orange crafts flew over our house late Friday night, one at a time.",6/15/2015
5/30/2015 22:15:00,Otis Orchards,WA,Sphere,3 minutes,Yellow orb in the sky over Otis Orchards. Flies over Spokane Valley.,6/5/2015
5/30/2015 22:06:00,Longmont,CO,Light,15 minutes,Orange lights over the front range 05/30/15.,6/5/2015
5/30/2015 22:00:00,Rock Hill,SC,Sphere,30 seconds,Silent orange ball.,6/5/2015
5/30/2015 22:00:00,Providence,RI,Circle,10 seconds,I was outside talking to my father with my aunt and my little cousin I look to the right of me I thought it was firework coming in the,6/5/2015
5/30/2015 22:00:00,Eagle Lake,MN,Triangle,5 minutes,Orange lights in shape of triangle.,6/5/2015
5/30/2015 21:50:00,Columbus,OH,Triangle,5 minutes,"Red triangular shaped lights witnessed by 2 in Columbus, OH.",6/5/2015
5/30/2015 21:40:00,Parkville,MD,Light,4 minutes,30 plus slow moving flashing green lights moving across night sky,6/5/2015
5/30/2015 21:00:00,Hamburg,NY,Disk,5 minutes,UFO seen over Hamburg NY 5/30/2015 at 9:10pm,6/5/2015
5/30/2015 21:00:00,Buford,GA,Fireball,2 minutes,A orange/ yellow fireball going across the sky from a slow/steady moving object over Buford Ga .,6/5/2015
5/30/2015 20:30:00,Bloomingdale,NJ,Circle,10 minutes,Red and blue object moving up and down and sideways; very erratic.,6/5/2015
5/30/2015 20:05:00,Exeter,ME,Cylinder,5,"2 cylindrical flying craft, with no sound and no contrails. ((NUFORC Note: Jet aircraft, at a low altitude, we suspect. PD))",6/5/2015
5/30/2015 20:00:00,Henderson,NV,Triangle,45 seconds,I saw a huge triangluar shaped ship close up only about 600 ft above me for about 45 seconds and then it disappeared.,6/24/2015
5/30/2015 20:00:00,Coral Springs,FL,Light,5 minutes,White ball of light.,6/5/2015
5/30/2015 15:30:00,Albuquerque,NM,Other,3-45 minutes,Skip/hop/dipping flying craft. Reflective and bright white to completely clear (invisible).,6/5/2015
5/30/2015 3:30:00,Dauphin,PA,Circle,30 seconds,Saw what I thought was a satelite or a shooting star until object moved not in a straight or arked line. Object moved in a near zig za,6/5/2015
5/30/2015 2:15:00,Kirkland,WA,Disk,4 seconds,Fluorescent green colored disc shaped object notice in Kirkland (Washington) night sky. ((NUFORC Note: Probable meteor. PD)),6/5/2015
5/29/2015 23:00:00,Texas (western part of),TX,Circle,30 minutes,((NUFORC Note: Witness provides no information. PD)),6/5/2015
5/29/2015 23:00:00,Chawton (village)(over farmland) (UK/England),,Light,35 seconds,Object with/was a row of 4-5 round white or yellow and red lights moving slowly at very low altitude across night sky,6/5/2015
5/29/2015 22:10:00,Coram,NY,Sphere,5 minutes,The objects were flying in such a pattern that would be nearly impossible for known crafts to do in such close quarters and at speed .,6/5/2015
5/29/2015 21:30:00,Damascus,MD,Light,10 seconds,Glowing orange orb seen for 10 seconds moving up and down in back up cam of car.,6/5/2015
5/29/2015 20:09:00,Salem,OR,Cigar,40 seconds,Weird glowing cylinder far away & multiple jets followed 5 minutes later.,6/5/2015
5/29/2015 19:00:00,Minoa,NY,Cigar,5 minutes,Cigar or oval shaped craft with red lights on one end and green lights on the other with no wings.,6/15/2015
5/29/2015 18:30:00,Atlanta,GA,Circle,40 minutes,We noticed a bright object in the sky during the day. It was strange because it did not move at all. Completely fixed like a star is in,6/5/2015
5/29/2015 16:00:00,Geyserville,CA,Circle,4 hours,White orb hovering in sky.,6/5/2015
5/29/2015 16:00:00,Santa Rosa,CA,Circle,1.5 hours,White luminous small moon like object traversed daytime sky E to W for about 1.5 hours.,6/5/2015
5/29/2015 14:00:00,Seattle,WA,Other,2 minutes,I saw a red light outside my curtain which I thought odd saw I got a closer look and saw a giant red orb glowing a ove queen anne. It c,6/5/2015
5/29/2015 12:10:00,Duluth,GA,Circle,15 minutes,"I knew it wasn't a normal object in the sky! It was orange or red, then after while it disappeared. Craziest thing I've ever saw!!!!!",5/29/2015
5/29/2015 10:30:00,Big Bear Lake,CA,Sphere,5-10 seconds,Metallic sphere spotted in broad daylight in a clear sky on a mountain road.,6/5/2015
5/29/2015 10:00:00,Tampa,FL,Cylinder,1 hour,Two tennis players witness two bright objects in the morning sky.,6/5/2015
5/29/2015 4:00:00,Rohnert park,CA,Circle,3 hours,White sphere/orb high in the atmosphere that slowly drifted west over a 3 hour period.,6/5/2015
5/29/2015 2:30:00,Chase City,VA,Changing,"2hrs, 40 min","Small (but too large to be fireflies) strange, silent objects w/blinking white lights seen throughout surrounding woods.",6/5/2015
5/28/2015 23:50:00,Aurora,IL,Flash,,"VERY bright ball of light, sat there for a while, dimmed down and just floated off and dissapeared.",5/29/2015
5/28/2015 22:00:00,Trenton,OH,Sphere,few seconds,"Bright orb that split into pieces, then disappeared.",5/29/2015
5/28/2015 21:40:00,Middletown (west of),NY,Changing,30 minutes,"UFO west of Middletown, CT. ((NUFORC Note: Possible sighting of Venus?? PD))",5/29/2015
5/28/2015 21:13:00,Nashville,TN,Fireball,2 minutes,"5 UFO's sighted east of Nashville, TN, at 9:13 CST 5/28/15.",5/29/2015
5/28/2015 21:10:00,Willow Spring,NC,Sphere,35 minutes,Red orb/sphere with loud roaring noise then quiet while dancing in the sky,5/29/2015
5/28/2015 21:00:00,Cheyenne,WY,Light,2 minutes,Blueish purple light that zig-zagged across the night sky.,6/5/2015
5/28/2015 21:00:00,Sioux Falls,SD,Cylinder,8 minutes,Noiseless Elliptical Craft With 2 Sets Lights At Each End.,5/29/2015
5/28/2015 18:30:00,Hollandale,MN,Cigar,10 minutes,Two cigar shaped craft flying silently very low over fields in formation.,5/29/2015
5/28/2015 17:20:00,Cape Coral,FL,Light,45 seconds,I was watching the stars on my back porch and a bright light lit up very far away yet brighter then any airplane. It stayed put for abo,5/29/2015
5/28/2015 16:30:00,Albuquerque,NM,Unknown,10 minutes,I thought there was a spider web that was a little white line when I touched it to swipe it away and it shocked me with an electrical c,5/29/2015
5/28/2015 15:00:00,Laukaa (Finland),,Oval,~12 seconds,"It rose up from a far away beach, hovered a bit and then disappeared.",5/29/2015
5/28/2015 9:00:00,Summerville,SC,Sphere,10 seconds,Three large circular yellow lights aligned above the tree line appeared one at a time. Then vanished sequentially from left to right.,5/29/2015
5/28/2015 5:20:00,Myrtle Beach,SC,Unknown,5 minutes,Shape outlined in twinkling star like lights.,5/29/2015
5/28/2015 2:45:00,Searsport,ME,Fireball,1 minute,Bright yellow light that looked like a star and then disappeared,5/29/2015
5/28/2015 2:00:00,Port Orchard,WA,Triangle,1 minute,"At approximately 0200, I was traveling home when I notice what looked like the light from a plane. It fell behind the trees and a momen",5/29/2015
5/28/2015 1:00:00,Middle Grove,NY,Circle,2-3 minutes,2 star like objects travelling north to south on either side of Cassiopeia....no sound ..preceded by a meteor which dropped through c,5/29/2015
5/28/2015 0:30:00,Goldendale,WA,Sphere,1 hour,"Orange spheres materializing from single points of light to large luminous spheres, then diminishing until disappearing.",9/2/2015
5/27/2015 23:30:00,Canton,MI,Light,5 minutes,"A group of red-orange lights following one another, travelling at a high speed and disappearing upwards into the atmosphere",5/29/2015
5/27/2015 23:27:00,Sun City,AZ,Light,1-2 minutes,"In the Northwest sky there were flashing lights which, in succession, would flash and disappear then reappear in another very nearby lo",5/29/2015
5/27/2015 23:16:00,Spokane,WA,,30-45 minutes,Yellowish orange sphere.,5/29/2015
5/27/2015 23:00:00,East Wenatchee,WA,Oval,3 minutes,Huge bright orange glowing ship in the sky last night.,5/29/2015
5/27/2015 23:00:00,Lowell,AR,Circle,23:30,Flashing red and green stationary object over NWA.,5/29/2015
5/27/2015 22:30:00,Keota,OK,Triangle,3 minutes,Large triangle shaped obj. with lights at each corner. Red/white light pulsing at the center. ((NUFORC Note: Comm. pilot rept. PD)),5/29/2015
5/27/2015 22:15:00,Shreveport,LA,Triangle,0:05,"Flying Triangle craft observed over Shreveport, Louisiana, on night of 27 May 2015.",5/29/2015
5/27/2015 22:00:00,Dallas,TX,Light,10-15 minutes,Red light mimicking star-like object.,6/5/2015
5/27/2015 20:00:00,Brampton (Canada),ON,Rectangle,5 minutes,((HOAX??)) White box with orange light.,5/29/2015
5/27/2015 13:42:00,Yucatan (Mexico),,Sphere,Few seconds,Dark sphere traveling fast over the countryside road.,7/23/2015
5/27/2015 11:35:00,Indian Lake,FL,Sphere,10 seconds,Four orbs.,5/29/2015
5/27/2015 0:30:00,North Tonnawanda,NY,Sphere,15 minutes,"Strange red object over Grand Island, NY.",6/15/2015
5/26/2015 23:30:00,Sanborn,IA,Oval,5 minutes,3 reddish oval shaped with white lights inside them being followed by a black suburban.,5/29/2015
5/26/2015 22:50:00,Waukesha,WI,Unknown,10 minutes,Bright red and green flashing lights flying at high speed then stopping for a minute and dropping down then going the opposite dir..,5/29/2015
5/26/2015 22:50:00,Waukesha,WI,Unknown,30 seconds,"I was driving south on west avenue toward college avenue, thought it was an airplane above the trees moving in for a landing at the lo",6/15/2015
5/26/2015 22:00:00,Brentwood,TN,Oval,1 hour,Our neighbors contacted us and told us they saw a very bright light outside. ((NUFORC Note: Possible sighting of Venus? PD)),5/29/2015
5/26/2015 21:00:00,Myersville,MD,Light,4 minutes,I thought it was low flying jet but I didn't see a jet just lights only but because the skies were gray and cloudy I believed that's wh,5/29/2015
5/26/2015 21:00:00,Denham Springs,LA,Light,1 minute,Unlike anything I've seen in the night sky before.,5/29/2015
5/26/2015 19:20:00,Glendale,CA,Disk,10 minutes,UFO observed hovering from the local mall parking structure.,6/24/2015
5/26/2015 11:00:00,Cincinnati,OH,Cigar,30-40 seconds,White cigar shaped object.,5/29/2015
5/26/2015 0:46:00,Stahlstown,PA,Circle,1 minute (aware),"Orange, rapidly pulsing orb.",5/29/2015
5/25/2015 23:40:00,Centralia,WA,Light,30 seconds,"Bright light ""explodes"" then disappeared. ((NUFORC Note: Possible flare from an Iridium satellite? PD))",7/10/2015
5/25/2015 22:45:00,titusville,FL,Unknown,5 minutes,Bright cobalt blue light.,6/5/2015
5/25/2015 22:00:00,Grand Blanc,MI,Triangle,5 seconds,My Son had seen one about a month ago and we were waiting for the Memorial Day fireworks and saw a spacecraft that had red and white.,5/29/2015
5/25/2015 21:30:00,Munster,IN,Circle,2 minutes,"((HOAX??)) Orange disc flying S to N at 2x speed of an a/c...then after 15 min, 2 more traveled in the same direction.",5/29/2015
5/25/2015 16:30:00,West Sonoma County,CA,Oval,5 minutes,"White saucer silently traverses across the daytime moon, then, slightly changes direction.",5/29/2015
5/25/2015 14:20:00,Rohnert Park,CA,Oval,3 minutes,Shiny chrome object flying across sky with military plane following.,6/5/2015
5/25/2015 11:45:00,Toledo,OH,Light,2 minutes,What seemed like a star blinked twice then a bright redish orange orb like light appeared from other side of the sky heading towards th,5/29/2015
5/25/2015 11:00:00,St. Petersburg,FL,Cylinder,2 minutes,Disappearing white cylinder over South Florida sky!,6/5/2015
5/25/2015 3:40:00,Fayetteville,NC,Flash,15 minutes,Orange flashing craft.,5/29/2015
5/25/2015 0:00:00,Huntertown,IN,Disk,1 hour,It had three colors around it. White..Green..and Red. They would circle it. I watched it very close and it would just hang there.,5/29/2015
5/24/2015 23:30:00,Artesia,NM,Sphere,10 minutes,"Four objects, one large, two medium, one small, small and medium interacting with each other.",5/29/2015
5/24/2015 23:30:00,Savage,MN,Triangle,5 minutes,2 triangular objects with ability to change direction without banking; also able to disappear suddenly.,6/15/2015
5/24/2015 23:00:00,Mannington,WV,Light,6 hours,"Bright white light, in the sky and has stayed in the same area of the sky for 6 hours.",5/29/2015
5/24/2015 22:48:00,Hendersonville,NC,Triangle,,3 triangles moving faced paced back an forth flashing.,5/29/2015
5/24/2015 22:40:00,Southwick,MA,Disk,5 minutes,"Purple light, changing shape to spinning colorful disk shap., Fast flying and hovering high and low.",5/29/2015
5/24/2015 22:30:00,Aumsville,OR,Fireball,2 minutes,"We simply saw what we thought was a helicopter out our window, but when I went outside it looked like a torch flying through the air. T",5/29/2015
5/24/2015 22:30:00,Ash,NC,Light,45-60 minutes,"Brilliant large white light in NW Ash, NC, blinking on and off til disappearing in the same spot. Witnessed by 3 people.",5/29/2015
5/24/2015 22:25:00,Chatham,VA,Fireball,3 minutes,"3 low-flying orange glowing objects over Highway 29 in Chatham, VA",5/29/2015
5/24/2015 22:00:00,Miamisburg,OH,Light,10-15 seconds,Bright Red Light.,5/29/2015
5/24/2015 21:55:00,Ancaster (Canada),ON,Fireball,1 minute,Orange fireball going from the the south west to the north east.,5/29/2015
5/24/2015 21:37:00,Visalia,CA,Disk,5 minutes,"Bright glowing object, seen by 4 people, manuvuer and leave at unbeleivable rate of speed.",7/3/2015
5/24/2015 21:30:00,North Canton,OH,Other,1 to 1.5 minutes,Light bulb shaped craft.,5/29/2015
5/24/2015 21:20:00,Ridgeland,SC,Teardrop,2 minutes,Orange silent moving thing.,5/29/2015
5/24/2015 21:19:00,Katy,TX,Circle,15-20 seconds,"Coming from SE traveling West over Katy, TX. Flying like a fast plane in a straight line and looked like a reddish-orange orb. Around",5/29/2015
5/24/2015 21:02:00,Homosassa,FL,Circle,6 minutes,Multiple glowing objects seen moving across sky.,5/29/2015
5/24/2015 21:00:00,Utica,NY,Light,7 minutes,Unexplained orange lights.,5/29/2015
5/24/2015 21:00:00,Crystal Lake,IL,Formation,3-4 minutes,Six orange fireballs in formation.,5/29/2015
5/24/2015 21:00:00,Visalia,CA,Disk,5-10 minutes,"It was an orange color and not flashing, and when first noticed the object was moving from the North heading South bound. The object s",7/3/2015
5/24/2015 20:00:00,Bristol,NH,Sphere,40 seconds,"Orange ball of light would move fast, and then slow down and repeat until it faded out.",5/29/2015
5/24/2015 20:00:00,North Judson,IN,Oval,3 minutes,"Red oval shaped craft stopped, moved in another direction, then head back into original direction.",5/29/2015
5/24/2015 19:30:00,Payette/Weiser,ID,Other,2 hours+,"2 ufos scanning the area, moving fast and more nimble than anything we have on earth",5/29/2015
5/24/2015 15:00:00,El Mirage,AZ,Rectangle,5 minutes,"Strange flickering, metallic reflections (several) moving up, down and left to right that seemed to be rotating.",5/29/2015
5/24/2015 14:02:00,Indian Lake,FL,Sphere,1 second,White orbs.,5/29/2015
5/24/2015 6:30:00,Brooksville,FL,Disk,10 seconds,"Was taking a picture of the sunrise, but captured the craft in the picture.",5/29/2015
5/24/2015 1:00:00,San Rafael,CA,Other,5 seconds,Bright white v-shaped object crossed entire horizon in 5 seconds.,5/29/2015
5/24/2015 0:00:00,High Point,NC,Unknown,15 minutes,Red and white lights saw in the sky and attempted communication.,5/29/2015
5/23/2015 23:50:00,Palatine,IL,Light,15+ minutes,Red/orange lights or flames in the late evening sky--moving northwest.,5/29/2015
5/23/2015 23:15:00,Evansville,IN,Sphere,15 minutes,"5 red orbs forming anomaly in sky, then disappearing behind clouds.",5/29/2015
5/23/2015 23:00:00,Littleton,CO,Circle,1 minute,"Five orange objects ""floating"" over Colorado.",5/29/2015
5/23/2015 22:55:00,Londonderry/Andover,VT,Circle,5 minutes,"Second time seeing the bright dot in the same spot, at the same time looking the same with a yellow glowing light with red under it.",5/29/2015
5/23/2015 22:45:00,Norton Shores,MI,Sphere,5 minutes,"Two reddish-orange sphere like orbs move in the sky and disappear in unison, then reappear and disappear several times.",5/29/2015
5/23/2015 22:45:00,Antioch,CA,Triangle,2-4 minutes,3 bright orange lights in a triangle formation hovering in the horizon.,5/29/2015
5/23/2015 22:40:00,Tallahassee,FL,Light,3 minutes,"Strange orange light seen in the night sky west of Tallahassee, FL",5/29/2015
5/23/2015 22:00:00,Harrisonburg,VA,Light,4-5 minutes,"Very bright, completely silent, slow moving and flying low over Harrisonburg, VA",5/29/2015
5/23/2015 22:00:00,Warminster,PA,Light,30 seconds,Star like object acting erractically.,5/29/2015
5/23/2015 22:00:00,Clifton,NJ,Circle,2-3 minutes,A slow moving red circular object in the sky observed for 2-3 minutes then could not be found.,5/29/2015
5/23/2015 21:00:00,Nashville,TN,Light,10 minutes,Stationery light which did not move.,5/29/2015
5/23/2015 20:45:00,Savoy,IL,Fireball,45 minutes,"Several fireball/orange orbs silently gliding in a line from South to North, then disappearing in the near distance.",5/29/2015
5/23/2015 19:00:00,Hertel,WI,Disk,5-7 minutes,"Bright red/orange light at first, no lights after it turned, black craft, no sound.",5/29/2015
5/23/2015 13:00:00,Michelton/Brisbane (Australia),,Egg,0:30,"There was a bean shaped flying object soaring higher than common army jets. In mitchelton brisbane, there are numerous flyinh vehicles.",5/29/2015
5/23/2015 11:47:00,Georgetown,KY,Light,2 seconds,Blue light on I-75 falls from sky then disappears.,5/29/2015
5/23/2015 6:26:00,Oxnard,CA,Sphere,3 seconds,An orb of light came from the ground in the distance and continued toward my drone at a high rate of speed,6/5/2015
5/23/2015 5:45:00,Ridgeland,MS,Fireball,5 minutes,About 30 amber to orange lights moving north on the west side of I-55.,5/29/2015
5/23/2015 2:50:00,Spring Hill,TN,Other,20 minutes,"12 Crescent Shaped Crafts Flying Over Spring Hill, TN.",5/29/2015
5/23/2015 2:50:00,Auburn,NY,Light,30 seconds,Round light traveling between two airplanes.,5/29/2015
5/23/2015 2:30:00,Bixby,OK,Other,5 minutes,"Huge craft with 2 green glowing lights, no sound.",6/5/2015
5/22/2015 23:30:00,Webster,NY,Fireball,5-10 minutes,"V-shaped cluster of red-orange fireball objects, travelling west to east, Monroe County, NY.",5/29/2015
5/22/2015 23:30:00,Tracy,MT,Unknown,1 minute,Cone shaped beam of light 70ft off the ground.,5/29/2015
5/22/2015 23:30:00,Tracy,MT,Unknown,1 minute,Saw a beam of white light less than 70 feet off the ground about 50 from the side of the road driving home with my wife. Light was a p,5/29/2015
5/22/2015 23:22:00,Longwood,FL,Fireball,7 minutes,"7 round balls of fire flying across Longwood, Florida, in the night sky.",5/29/2015
5/22/2015 23:00:00,Middle Island,NY,Disk,1 minute,Unidentifiable object flying across the ski,5/29/2015
5/22/2015 22:30:00,Pike Creek,DE,Circle,10 minutes,Bright Round White Light with Flashing Red or Orange light.,5/29/2015
5/22/2015 22:05:00,Merrimack,NH,Sphere,35-45 minutes,"A ball if light shot over my house on the river in Merrimack, then proceeded to fly in a circle around a field and wooded area.",5/29/2015
5/22/2015 22:00:00,Coeur D'Alene,ID,Sphere,3-4 minutes,Two Large Orange Sphere's on Canfield Mtn,5/29/2015
5/22/2015 21:30:00,Phoenix (northwest area),AZ,Light,5 minutes,"Several large red orbs over Phoenix. Clear night sky. 9:30pm. Flew toward us, then changed direction & vanished.",5/29/2015
5/22/2015 17:30:00,Newtown,PA,Other,5 minutes,"Strange black object over Newtown, PA.",5/29/2015
5/22/2015 12:45:00,Ashland,VA,Sphere,1 minute,It was a clear daywith no wind. Observed an airplane fly overhead to the southeast and noticed one white orb flying closely along side,5/29/2015
5/22/2015 11:00:00,Bridgewater,VA,Sphere,1 minute,White orbs maneuvering strangely while flying drone (daytime).,6/5/2015
5/22/2015 9:48:00,Leesburg,VA,Circle,1 minute,Strange small twinkling star like object moved across sky.,5/29/2015
5/22/2015,Austin,TX,,,Over Austin; 5/22/15. Pink funnel. Combine which purple. Landing north of Ben white . Maybe closer to dt.bright white light upon conta,5/29/2015
5/21/2015 23:00:00,Columbus,OH,Circle,2 minutes,"Blue circle light that hovered, flew left and right, then descended.",5/29/2015
5/21/2015 22:50:00,Sebastian,FL,Circle,5 seconds,Looked out of corner of my eye and saw this huge light falling. Never seen anything like it.,5/22/2015
5/21/2015 21:30:00,New Kensington,PA,Sphere,2 minutes,Saw a golden/orangeish orb on walk.,5/22/2015
5/21/2015 21:00:00,Idukki (India),,Circle,30 seconds,It is rotating. It is circular shaped. It contain with lights like LED.It did not make sound or noise.,5/22/2015
5/21/2015 20:25:00,St. Louis,MO,,5,"UFO over St. Louis, MO, May 21.",5/22/2015
5/21/2015 13:15:00,Las Cruces,NM,Unknown,Instant,Explosion of mysterious origin.,5/22/2015
5/21/2015 11:00:00,Santa Barbara,,Rectangle,a moment,I have pictures of 2 flying squares that my wife took on our way to San Francisco to watch my daughter graduating SFSU. I was discardin,8/13/2015
5/21/2015 8:30:00,Oklahoma City,OK,Other,5 seconds,"White, flat UFO in South Oklahoma City.",5/22/2015
5/21/2015 4:45:00,Onaway,MI,Light,5 seconds,Saw a big bright light make a 90 degree turn and vanish,5/22/2015
5/21/2015 0:38:00,Marathon,FL,Light,2,Two lights observed from the keys going into the night sky. Observed what appeared to be over mainland Florida.,5/22/2015
5/21/2015 0:30:00,Santa Ana,CA,Formation,30 minutes,"White L-shaped lights in Santa Ana, CA.",5/22/2015
5/20/2015 22:45:00,Lynden,WA,Circle,1 hour,1 stationary blue flashing orb with 8+ Red/Blue nearby heading towards silent lightning in the distance,5/29/2015
5/20/2015 22:00:00,Courtland,MS,Changing,5 minutes,I saw a star that turned into a UFO and then disappeared. ((NUFORC Note: Star or planet? Possible hoax?? PD)),5/29/2015
5/20/2015 21:34:00,Tupelo,MS,Fireball,,"1 flash, then 1 oval object with tail heading true north over tupelo battle field.",5/22/2015
5/20/2015 21:30:00,Wolcott,CT,Light,10 seconds,Faint white light growing brighter and larger until it disappeared.,5/22/2015
5/20/2015 21:30:00,Temecula,CA,Circle,1 minute,"Object was flying E to W towards Gemini; looked like a satelite, then took an immediate upward direction and disappeared.",8/27/2015
5/20/2015 13:45:00,Stanton,KY,Cigar,5 minutes,Cigar shaped craft hovering over a tree line approximately a hundred yards from me and seventy five feet off the ground.,5/22/2015
5/20/2015 8:00:00,Tallahassee,FL,Light,30 minutes,"Stationary star-like like directly overhead at least 50,000 ft , photos reveal round shadow object and contrail",5/22/2015
5/19/2015 23:20:00,London,AR,Circle,11 minutes,"Was out checking on the cars and one red object, moving to fast to be a plane went right over our house approximately 8000-15000 feet.",5/22/2015
5/19/2015 23:00:00,Carlsbad,NM,Changing,Few seconds,I was driving north on Hwy 285 between Carlsbad and Artesia. I saw a line of three to four red lights that twisted to reveal another.,5/22/2015
5/19/2015 22:30:00,Nanaimo (Canada),BC,Light,>1 hour,Looking southeast from my front deck I saw a flashing light in the clear night sky. It was about 20 degrees above the horizon. It mov,5/22/2015
5/19/2015 21:30:00,Arlington,VA,Light,20 seconds,Greenish bright light that moved up and down several degrees then rapidly fell towards earth.,5/22/2015
5/19/2015 21:15:00,Melville,NY,Sphere,still there,"Intertwing globles of bright white and golden light, moving rapidly in circular motion. Large easily seen.",5/22/2015
5/19/2015 21:05:00,Bellingham,WA,Other,10 minutes,Small slow flying disc shape.,5/22/2015
5/19/2015 21:00:00,Brainerd,MN,Flash,8-10 seconds,"Five bright flashes in the northeast sky were seen by two people at 9pm, 5/19/2015.",6/5/2015
5/19/2015 20:53:00,Lafayette Hill,PA,Changing,5 minutes,"Bright, fast moving light vanished and turned into a cigar-shaped moving object before disappearing from view.",5/22/2015
5/19/2015 20:30:00,Plant City,FL,Triangle,~8 minutes,"Low flying, very quiet triangular craft with bright white lights flying very slowly over Plant City, Fl.",5/22/2015
5/19/2015 20:00:00,Tekonsha,MI,Oval,15 minutes,"Dark, high flying shape moving fast. Seemed to be high in the clouds.",6/5/2015
5/19/2015 11:00:00,Fort Collins,CO,Sphere,2 seconds,Black well-defined circular object moves much faster than jet to the west of Fort Collins on a bright morning.,7/17/2015
5/19/2015 4:00:00,Eaton Rapids,MI,Disk,5 minutes,Disc shape slow moving object with red and white moving lights.,5/22/2015
5/19/2015 1:15:00,Calgary (Canada),AB,Light,30 seconds,Looked up at the night sky and saw two pinpoints of bright white light chasing each other very quickly through my line of vision.,5/22/2015
5/19/2015 0:00:00,Upson,WI,Chevron,5 seconds,3 red Balls come together then streak near Hurley Wisconsin,6/5/2015
5/18/2015 23:20:00,Ponoka (Canada),AB,Unknown,2 hours 10 minutes,"Some additional info for my report of May 19, 2015 observation by Ponoka, AB. Canada NOT Venus.",5/22/2015
5/18/2015 23:20:00,Ponoka (Canada),AB,Unknown,2 hours 10 minutes,Saw a bright yellow light in the lower WNW sky last night for over 2 hours.,5/22/2015
5/18/2015 23:00:00,Springfield,OR,Fireball,30-60 seconds,Dual speedliy rotating/orbiting stars.,5/22/2015
5/18/2015 23:00:00,Reedley,CA,Triangle,5 minutes,Triangular craft. Flying low. Flying slow. About the size of a truck.,5/22/2015
5/18/2015 21:15:00,Napa,CA,Circle,5 minutes,Large round object with orange light.,5/22/2015
5/18/2015 20:30:00,Union,SC,Light,1 minute,A bright light was plainly visible in the overcast sky even thought no stars or the moon were visible through the thick cloud cover.,5/22/2015
5/18/2015 16:45:00,Indian Lake,FL,Sphere,1 second,white orb,5/22/2015
5/18/2015 16:45:00,Indian Lake,FL,Sphere,2 seconds,Blue sphere.,5/22/2015
5/18/2015 14:00:00,Augusta,GA,Cone,45 seconds,"Jetblack/Triangle/cone shaped/I could hear it before I saw it/No markings 10-20,000 ft altitude.",5/22/2015
5/18/2015 12:15:00,Ross,OH,Circle,6 minutes,"Multlple pictures of the circle moving, with what looks to be a wake in front of the object when it took off.",7/31/2015
5/18/2015 2:15:00,Ambernath (India),,Disk,2 minutes,red and white lights blinking in a row of circle.,5/22/2015
